image,user,x,y,w,h,class,volInImg
0000001-X-20120712-174146-XJJVV9SOZQBD-3,chrispsimmons,0.3740349761,0.3665642364,0.0836022949,0.1122280652,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,chrispsimmons,0.0697228205,0.5087938526,0.1003227161,0.2611247002,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,gracelltt,0.4423677717,0.6220543391,0.0384152076,0.1414919696,0,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,justalittlefroggy,0.4484015329,0.5187644476,0.1119657680,0.1981434496,0,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,justalittlefroggy,0.7109005592,0.4681028342,0.0911397298,0.1590794044,0,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,justalittlefroggy,0.8395479620,0.2425562219,0.1891278948,0.0320807735,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,justalittlefroggy,0.1427694266,0.3332450384,0.0329012626,0.0400091630,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Li102,0.1530591438,0.4902358236,0.1417859395,0.1102252815,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Li102,0.0580893136,0.4573460253,0.1123586798,0.1724492327,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Li102,0.7576558431,0.3044528913,0.0615297154,0.0764465525,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Li102,0.9021169899,0.3080085658,0.0668801153,0.0728909263,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Li102,0.4847847784,0.4964582226,0.0668801735,0.1262257250,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Li102,0.6466347540,0.4084558028,0.0856066313,0.0604461284,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Li102,0.3791140892,0.3871218524,0.0695553734,0.0675574194,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Ujjawala,0.6005271112,0.3971697119,0.3494009254,0.5628644243,1,6
0000001-X-20120712-174146-XJJVV9SOZQBD-3,Ujjawala,0.4395465814,0.5090132122,0.1408578927,0.1325102215,0,6
0000001-X-20120712-175213-X183A26HZBC+-3,chrispsimmons,0.8909829857,0.2365723719,0.1819100516,0.0914555996,1,4
0000001-X-20120712-175213-X183A26HZBC+-3,chrispsimmons,0.5168810599,0.3306560082,0.3005469622,0.1492723296,1,4
0000001-X-20120712-175213-X183A26HZBC+-3,moiraparodi,0.2668726022,0.1708872348,0.1064964948,0.0554388119,1,4
0000001-X-20120712-175213-X183A26HZBC+-3,moiraparodi,0.2500106230,0.2882524901,0.1828188651,0.2288327374,0,4
0000001-X-20120712-175213-X183A26HZBC+-3,moiraparodi,0.7824930246,0.3419219488,0.1544199916,0.1899075086,0,4
0000001-X-20120712-175213-X183A26HZBC+-3,gracelltt,0.4759740339,0.3026123337,0.1804818290,0.0702143995,1,4
0000001-X-20120712-175213-X183A26HZBC+-3,amandanicoletta,0.2907813445,0.1601109927,0.2083483160,0.1747209815,1,4
0000001-X-20120712-175213-X183A26HZBC+-3,amandanicoletta,0.7836730085,0.2040295468,0.1715462821,0.1616386124,1,4
CI20191121_073916_0128_0000399F,chrispsimmons,0.8953339439,0.3162062151,0.1806307053,0.1999079918,1,5
CI20191121_073916_0128_0000399F,chrispsimmons,0.5875486976,0.0763577843,0.3398709057,0.1527155686,1,5
CI20191121_073916_0128_0000399F,lizmtz,0.4578991569,0.8772380834,0.0938383867,0.1107539519,0,5
CI20191121_073916_0128_0000399F,lizmtz,0.7189383277,0.8825679337,0.0671091661,0.2011480398,0,5
CI20191121_073916_0128_0000399F,lizmtz,0.9133179364,0.7488501215,0.0559922815,0.5022997570,0,5
CI20191121_073916_0128_0000399F,lizmtz,0.3860081637,0.2572179499,0.1271069858,0.2291830747,0,5
CI20191121_073916_0128_0000399F,lizmtz,0.6398132977,0.3053997045,0.0986612085,0.1620271435,0,5
CI20191121_073916_0128_0000399F,lizmtz,0.8112238104,0.2865854048,0.0692344951,0.1823871352,0,5
CI20191121_073916_0128_0000399F,lizmtz,0.8428573853,0.7399414573,0.1547352837,0.1452914229,1,5
CI20191121_073916_0128_0000399F,lizmtz,0.8719979842,0.4118898889,0.1646258512,0.3217090516,1,5
CI20191121_073916_0128_0000399F,NikEverse,0.1087755795,0.1505954575,0.1639384775,0.2545701909,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.0882322754,0.7910984098,0.1735391048,0.2472071096,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.7074078728,0.1425220697,0.1894443124,0.2507556612,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.3700855602,0.1560905605,0.0926360921,0.2932233165,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.8080267106,0.8425341490,0.0846950592,0.1761697639,1,5
CI20191121_073916_0128_0000399F,NikEverse,0.4292283981,0.8603222367,0.0572004512,0.1611715447,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.9163130653,0.8675069769,0.0506315670,0.1738242092,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.8175438866,0.3068522582,0.0516329352,0.1405453010,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.6308045086,0.3324295640,0.0887049711,0.1610869084,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.5208562188,0.0754564114,0.1086340593,0.1286422385,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.9691165373,0.2399588975,0.0395567868,0.2253536506,0,5
CI20191121_073916_0128_0000399F,NikEverse,0.7117052048,0.8449915164,0.0584938090,0.1365312180,0,5
CI20191121_073916_0128_0000399F,ruirasjudith,0.8159657524,0.3258239235,0.0587314871,0.1543926415,0,5
CI20191121_073916_0128_0000399F,ruirasjudith,0.6327795018,0.3513534205,0.0633926800,0.1641181084,0,5
CI20191121_073916_0128_0000399F,ruirasjudith,0.3992519113,0.3373729860,0.0736474348,0.1531769395,0,5
CI20191121_073916_0128_0000399F,ruirasjudith,0.4262870421,0.8607275203,0.1109372715,0.1689809802,0,5
CI20191121_073916_0128_0000399F,ruirasjudith,0.7255379580,0.8285117262,0.0755119120,0.1458828765,0,5
CI20191121_073916_0128_0000399F,ruirasjudith,0.8966049766,0.8564725953,0.0783086277,0.1726279372,0,5
CI20191121_073916_0128_0000399F,Crawfish0601,0.1938502674,0.2628544764,0.0812834225,0.1101813110,1,5
CI20191121_073916_0128_0000399F,Crawfish0601,0.3264705882,0.5822408296,0.0684491979,0.0962343096,1,5
CI20191121_073916_0128_0000399F,Crawfish0601,0.4558823529,0.8981404112,0.0534759358,0.2036262204,0,5
CI20191121_073916_0128_0000399F,Crawfish0601,0.7483957219,0.8500232564,0.0673796791,0.1743375174,0,5
CI20191121_073916_0128_0000399F,Crawfish0601,0.9852941176,0.8325895046,0.0256684492,0.0585774059,1,5
IS20180611_123847_0494_000000AF,chrispsimmons,0.1535622340,0.5381997651,0.1709420661,0.1206721426,0,3
IS20180611_123847_0494_000000AF,chrispsimmons,0.6628271576,0.6643569365,0.1234581450,0.1065675980,1,3
IS20180611_123847_0494_000000AF,ruirasjudith,0.5998484946,0.6455503391,0.0755104000,0.1884319698,0,3
IS20180611_123847_0494_000000AF,ruirasjudith,0.3318784828,0.6364327499,0.0497264047,0.1774907939,0,3
IS20180611_123847_0494_000000AF,ruirasjudith,0.1592173658,0.6127267899,0.0837981640,0.2443537315,0,3
IS20180611_123847_0494_000000AF,ruirasjudith,0.4419211363,0.6200209000,0.1058988001,0.1957260584,1,3
IS20180611_123847_0494_000000AF,damitak,0.9141004187,0.6732602140,0.1486629258,0.2333488518,0,3
IS20180614_161235_0835_000000CD,chrispsimmons,0.6475243127,0.6213575551,0.0615316275,0.0704230940,1,7
IS20180614_161235_0835_000000CD,chrispsimmons,0.3842399199,0.6808258916,0.0556151499,0.0547734650,1,7
IS20180614_161235_0835_000000CD,Alanah.Quarta,0.1456891264,0.8131455113,0.0234291881,0.1239436620,1,7
IS20180614_161235_0835_000000CD,Alanah.Quarta,0.6685858616,0.6910798409,0.1107561235,0.2028169014,1,7
IS20180614_161235_0835_000000CD,Alanah.Quarta,0.1790579571,0.6366197613,0.0830670927,0.1539906676,0,7
IS20180614_161235_0835_000000CD,Alanah.Quarta,0.9020955469,0.5169014299,0.1958089063,0.1230047092,0,7
IS20180614_161235_0835_000000CD,kavita.jaiswal,0.6040041013,0.7833937954,0.5301005371,0.1972154214,1,7
IS20180614_161235_0835_000000CD,syed.m.a.hussaini,0.9276820174,0.7436714495,0.0933509640,0.1910133469,0,7
IS20180614_161235_0835_000000CD,jstaph,0.8113019169,0.5348591549,0.0969116081,0.3098591549,0,7
IS20180614_161235_0835_000000CD,jstaph,0.6057641108,0.5834507042,0.1224707135,0.3197183099,0,7
IS20180614_161235_0835_000000CD,jstaph,0.3528354633,0.6468309859,0.1171458999,0.3056338028,0,7
IS20180614_161235_0835_000000CD,jstaph,0.1717917998,0.6447183099,0.1277955272,0.3211267606,0,7
IS20180614_161235_0835_000000CD,smmunoz55,0.1074305647,0.5444362802,0.0776227193,0.2526653881,1,7
IS20180614_161235_0835_000000CD,smmunoz55,0.2730888147,0.5506903850,0.0492241548,0.3177080181,1,7
IS20180614_161235_0835_000000CD,smmunoz55,0.4732986304,0.4718887759,0.0577436453,0.3177079751,1,7
IS20180614_161235_0835_000000CD,smmunoz55,0.7047468517,0.4005921270,0.0435444565,0.2376555967,1,7
IS20180614_161235_0835_000000CD,lrcampbell,0.1802455589,0.6152648496,0.1074775476,0.1504414303,0,7
IS20180614_161235_0835_000000CD,lrcampbell,0.3481585388,0.6335606320,0.0608036907,0.1515943500,0,7
IS20180621_130042_0380_000000F0,chrispsimmons,0.7383875421,0.9030162143,0.0709235009,0.1663560598,1,3
IS20180621_130042_0380_000000F0,chrispsimmons,0.6739655028,0.2791809914,0.5922102583,0.5037763752,1,3
IS20180621_130042_0380_000000F0,andrven,0.1291936793,0.4810429805,0.0501266885,0.0594415180,1,3
IS20180621_130042_0380_000000F0,andrven,0.1280803559,0.3956601094,0.1032803231,0.1464586635,0,3
IS20180621_130042_0380_000000F0,andrven,0.2685776650,0.5410842249,0.1214362124,0.1544974376,0,3
IS20180621_130042_0380_000000F0,andrven,0.4136885298,0.6457999062,0.0783171958,0.1503691161,0,3
IS20180621_130042_0380_000000F0,andrven,0.6457119232,0.7383454964,0.1148160245,0.1798847005,0,3
IS20180621_130042_0380_000000F0,k.snook,0.3471409574,0.6175847458,0.1648936170,0.3121468927,1,3
IS20180621_133707_0090_000000F1,chrispsimmons,0.8808457610,0.8008138483,0.0154157738,0.0347225883,1,2
IS20180621_133707_0090_000000F1,chrispsimmons,0.4966370411,0.2168434113,0.6367903377,0.3851048269,1,2
IS20180621_133707_0090_000000F1,Alanah.Quarta,0.0371420371,0.7637311112,0.0341515495,0.1335226839,1,2
IS20180621_133707_0090_000000F1,Alanah.Quarta,0.6742818501,0.7348484776,0.0647456638,0.1647726839,1,2
IS20180711_081804_0006_00000128,lizmtz,0.2079101904,0.5959350373,0.1036767442,0.1118435093,0,3
IS20180711_081804_0006_00000128,lizmtz,0.4800616052,0.5795231959,0.2888137769,0.3051381785,0,3
IS20180711_081804_0006_00000128,lizmtz,0.8179367114,0.6700921119,0.0666492856,0.1410200212,0,3
IS20180711_081804_0006_00000128,lizmtz,0.1181187310,0.3157185054,0.1221904531,0.3416089251,0,3
IS20180711_081804_0006_00000128,chrispsimmons,0.5907259323,0.7317664727,0.0615316275,0.0885787857,1,3
IS20180711_081804_0006_00000128,chrispsimmons,0.6984062317,0.2150571743,0.5301186396,0.4040434004,1,3
IS20180711_081804_0006_00000128,Fatza,0.2280506382,0.5750844035,0.0844604200,0.1063993441,0,3
IS20180711_081804_0006_00000128,Fatza,0.0455655290,0.4729983243,0.0642958937,0.1129482883,0,3
IS20180711_081804_0006_00000128,Fatza,0.4835413729,0.6012283218,0.2927888295,0.1783258185,0,3
IS20180711_081804_0006_00000128,Fatza,0.8207338636,0.6523168390,0.0875169390,0.1319080273,0,3
IS20180730_083057_0336_00000185,k_patel,0.6072600502,0.1229539228,0.1164610837,0.1480318129,1,2
IS20180730_083057_0336_00000185,k_patel,0.5467329709,0.8195414341,0.0822166076,0.1276573635,0,2
IS20180730_083057_0336_00000185,k_patel,0.2491251900,0.7857401040,0.0988907595,0.1280193383,0,2
IS20180730_083057_0336_00000185,c.michellegt,0.2537863175,0.2511170147,0.0591352004,0.1411987175,0,2
IS20180730_083057_0336_00000185,c.michellegt,0.9226693383,0.2439869132,0.0670029584,0.1021366714,0,2
IS20180730_083057_0336_00000185,c.michellegt,0.7522215165,0.2196398727,0.0348655660,0.0512549209,0,2
IS20180730_083057_0336_00000185,c.michellegt,0.8495728845,0.7841095317,0.0357927129,0.1229131337,0,2
IS20180730_083057_0336_00000185,c.michellegt,0.5586402771,0.8094201453,0.0675184933,0.1430124602,0,2
IS20180730_083057_0336_00000185,c.michellegt,0.2488683446,0.7537066106,0.0725732650,0.1170863943,0,2
IS20180730_083057_0336_00000185,c.michellegt,0.1187695243,0.3660328895,0.1238813798,0.0614438152,1,2
IS20180730_083057_0336_00000185,c.michellegt,0.3703123694,0.3692994915,0.1915338037,0.1837368930,1,2
IS20180730_083057_0336_00000185,c.michellegt,0.7880437025,0.3609073844,0.2640638056,0.1512263139,1,2
IS20180730_083057_0336_00000185,c.michellegt,0.4692036675,0.6543238048,0.2407115916,0.1611790644,1,2
IS20180730_083057_0336_00000185,c.michellegt,0.7575844505,0.6667114344,0.0524264575,0.0952119908,1,2
IS20180801_113839_0582_00000198,andrven,0.8080279086,0.3273004050,0.2391060687,0.2366365441,0,2
IS20180801_113839_0582_00000198,smmunoz55,0.1272540559,0.2650889833,0.0709143294,0.1499093092,1,2
IS20180801_113839_0582_00000198,smmunoz55,0.3388773654,0.3346158081,0.0726790733,0.1424077098,1,2
IS20180801_113839_0582_00000198,smmunoz55,0.9607136828,0.2290301683,0.0478789634,0.1450178116,1,2
IS20180914_142754_0665_00000253,chrispsimmons,0.4823599413,0.6433960134,0.0416371838,0.0502911558,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.4306108038,0.6394670155,0.0475853996,0.0330035305,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.8410350138,0.5758173186,0.0214134723,0.0660070611,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.5567121322,0.6716847507,0.0261720253,0.0314319400,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.2830960439,0.2237795084,0.0261720090,0.0534342937,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.7535967939,0.2685700326,0.0273615900,0.0518627032,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.3859994958,0.4972374470,0.0344994359,0.0345751642,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.6893564751,0.7392634671,0.1701177887,0.0848662337,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.8463883655,0.6316090412,0.0321201757,0.0361467548,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.7803635852,0.1742741964,0.0475853996,0.0267171576,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.9136027432,0.1695593924,0.0380683589,0.0581491192,1,3
IS20180914_142754_0665_00000253,chrispsimmons,0.5150749321,0.2575688450,0.0428268792,0.0738650785,1,3
IS20180914_142754_0665_00000253,Ellq,0.5153419936,0.6567155549,0.0466233770,0.2278939211,0,3
IS20180914_142754_0665_00000253,Ellq,0.8030081183,0.6653385621,0.0494208326,0.2155752654,0,3
IS20180914_142754_0665_00000253,Ellq,0.2220811129,0.6480925478,0.0400960624,0.1687646674,0,3
IS20180914_142754_0665_00000253,Ellq,0.7517224461,0.1713631372,0.0792597050,0.2032567231,0,3
IS20180914_142754_0665_00000253,Ellq,0.5055511279,0.1984640335,0.0438259215,0.1638372656,0,3
IS20180914_142754_0665_00000253,Ellq,0.9377496299,0.1467259568,0.0410285639,0.2155753329,0,3
IS20180914_142754_0665_00000253,andrven,0.5123397533,0.7679380554,0.1049941919,0.1574385453,0,3
IS20180914_142754_0665_00000253,andrven,0.8040063764,0.7606873465,0.0651203294,0.1697442515,0,3
IS20180914_142754_0665_00000253,andrven,0.2168076411,0.7215575740,0.0855410002,0.1330613888,0,3
IS20180914_142754_0665_00000253,andrven,0.7608632776,0.0877430358,0.0833367750,0.1641316023,0,3
IS20180914_142754_0665_00000253,andrven,0.9405683236,0.0932797455,0.0928668200,0.1496724367,0,3
IS20180914_142754_0665_00000253,andrven,0.5019735626,0.1068319371,0.0774531232,0.1761803162,0,3
IS20180914_142754_0665_00000253,andrven,0.2113153347,0.0560963481,0.2133063208,0.1121926962,0,3
IS20180914_142904_0007_00000254,chrispsimmons,0.3029365254,0.7214351152,0.0344624402,0.0455762548,1,6
IS20180914_142904_0007_00000254,chrispsimmons,0.6695455786,0.6334258515,0.1093291094,0.0927241000,1,6
IS20180914_142904_0007_00000254,JulianMudge-Burns,0.3398790818,0.7403368269,0.0688841794,0.0744185603,0,6
IS20180914_142904_0007_00000254,JulianMudge-Burns,0.1424433499,0.7441861208,0.0388079965,0.0615878395,0,6
IS20180914_142904_0007_00000254,JulianMudge-Burns,0.6299689471,0.7153167940,0.0553014419,0.0603047200,0,6
IS20180914_142904_0007_00000254,JulianMudge-Burns,0.9030803170,0.6178027508,0.0446292326,0.0269446906,0,6
IS20180914_142904_0007_00000254,JulianMudge-Burns,0.1943490503,0.2495589627,0.0300762156,0.0987971412,0,6
IS20180914_142904_0007_00000254,JulianMudge-Burns,0.3743211879,0.2617482208,0.0407484085,0.1026463488,0,6
IS20180914_142904_0007_00000254,JulianMudge-Burns,0.6222073315,0.2251804519,0.0358974192,0.1013632832,0,6
IS20180914_142904_0007_00000254,gracelltt,0.1889888988,0.1957602602,0.0423729881,0.0535298824,0,6
IS20180914_142904_0007_00000254,gracelltt,0.6139223476,0.1346940441,0.0453665504,0.1256785791,0,6
IS20180914_142904_0007_00000254,gracelltt,0.0638467142,0.7035498720,0.1241112376,0.1791834204,1,6
IS20180914_142904_0007_00000254,gmsindac,0.6231427687,0.6883274925,0.1093900140,0.2504321237,0,6
IS20180914_142904_0007_00000254,gmsindac,0.8791521858,0.5618957347,0.1158246861,0.2431379909,0,6
IS20180914_142904_0007_00000254,gmsindac,0.3358791249,0.6913667110,0.1195017116,0.2467850789,0,6
IS20180914_142904_0007_00000254,gmsindac,0.1488130416,0.6883274925,0.0836511704,0.2552949077,0,6
IS20180914_142904_0007_00000254,gmsindac,0.6180869363,0.1880710364,0.0845703778,0.2808243780,0,6
IS20180914_142904_0007_00000254,gmsindac,0.3547236315,0.2148162243,0.0928436116,0.3367461241,0,6
IS20180914_142904_0007_00000254,gmsindac,0.1809865737,0.2069142448,0.0928436035,0.3379618174,0,6
IS20180914_142904_0007_00000254,gmsindac,0.0270132611,0.3120714266,0.0441236965,0.2832557646,0,6
IS20180914_142904_0007_00000254,adj,0.1865421560,0.2571574296,0.0431989537,0.1201456332,0,6
IS20180914_142904_0007_00000254,adj,0.3608622015,0.2755223427,0.0633001154,0.1357374394,0,6
IS20180914_142904_0007_00000254,adj,0.6174017106,0.2454647350,0.0573658010,0.1782273073,0,6
IS20180914_142904_0007_00000254,adj,0.3398507185,0.7061113846,0.0857841288,0.1771085272,0,6
IS20180914_142904_0007_00000254,adj,0.6263745966,0.6919672425,0.0853705585,0.1154905586,0,6
IS20180914_142904_0007_00000254,adj,0.9131274218,0.1501473423,0.1672345656,0.2100530622,0,6
IS20180914_142904_0007_00000254,andrven,0.3585841051,0.8450655364,0.1279365091,0.2223441678,0,6
IS20180914_142904_0007_00000254,andrven,0.1627554623,0.8635622534,0.1009191584,0.2486810536,0,6
IS20180914_142904_0007_00000254,andrven,0.6527840191,0.8343500680,0.1321095186,0.2530823186,0,6
IS20180914_142904_0007_00000254,andrven,0.1890439120,0.1294932681,0.0690361472,0.2511294151,0,6
IS20180914_142904_0007_00000254,andrven,0.3593934248,0.1531349672,0.0973206219,0.2682627107,0,6
IS20180914_142904_0007_00000254,andrven,0.6138721486,0.1234875751,0.1034682330,0.2102158963,0,6
IS20180914_142904_0007_00000254,andrven,0.8901395910,0.1006704513,0.1711660783,0.1901073382,0,6
IS20180914_142904_0007_00000254,andrven,0.9325146354,0.7165546768,0.1297213141,0.1928696261,0,6
IS20180924_121421_0662_00000284,Agustinclossirrazabal,0.4207088839,0.8796310913,0.1442168626,0.1200782109,1,5
IS20180924_121421_0662_00000284,Agustinclossirrazabal,0.2460712845,0.9354421132,0.0698550614,0.0558109893,1,5
IS20180924_121421_0662_00000284,Agustinclossirrazabal,0.6685816158,0.9574282713,0.0721084421,0.0794884005,1,5
IS20180924_121421_0662_00000284,deepa.a.varghese,0.2188941945,0.8609554071,0.1328210072,0.0656472798,1,5
IS20180924_121421_0662_00000284,ruirasjudith,0.5606401400,0.7926489011,0.2105700319,0.2394909564,0,5
IS20180924_121421_0662_00000284,ruirasjudith,0.2796102437,0.8467470669,0.0761291764,0.1191375667,0,5
IS20180924_121421_0662_00000284,ruirasjudith,0.4132411480,0.8941590201,0.1554977677,0.1021179980,1,5
IS20180924_121421_0662_00000284,ruirasjudith,0.8999817588,0.8412764820,0.1052849509,0.2054515586,0,5
IS20180924_121421_0662_00000284,chrispsimmons,0.2516880469,0.9362737660,0.0789152926,0.0639667958,1,5
IS20180924_121421_0662_00000284,chrispsimmons,0.6723066677,0.9564114959,0.0583972931,0.0758124964,1,5
IS20180924_121421_0662_00000284,chrispsimmons,0.4355606924,0.8948138141,0.1878184622,0.1113496630,1,5
IS20180924_121421_0662_00000284,Crawfish0601,0.4271434437,0.8855288898,0.3260634162,0.2113503007,1,5
IS20180924_121421_0662_00000284,Crawfish0601,0.6651038907,0.9547430173,0.0806925080,0.0877535887,1,5
IS20180924_121421_0662_00000284,Crawfish0601,0.2451736927,0.9380574826,0.1037474546,0.0716860513,1,5
IS20180926_090826_0085_0000028E,chrispsimmons,0.4410382191,0.6480973947,0.1526461958,0.1786571766,1,3
IS20180926_090826_0085_0000028E,not-logged-in-d009e2c340e896892972,0.1376233533,0.6498797461,0.0203448002,0.1193263991,1,3
IS20180926_090826_0085_0000028E,andrven,0.2399274767,0.5947810981,0.2986324745,0.1606138845,0,3
IS20180926_090826_0085_0000028E,andrven,0.5804847335,0.6271150532,0.1206454439,0.1265167538,0,3
IS20180926_095803_0241_0000028F,gracelltt,0.4003787498,0.5521632851,0.2106651192,0.2473732373,0,3
IS20180926_095803_0241_0000028F,jnapika.mattaparthi,0.3905250533,0.6861702128,0.1823027719,0.1985815603,0,3
IS20180926_095803_0241_0000028F,gmsindac,0.3345824742,0.7685629770,0.6167552171,0.4570995141,1,3
IS20180926_095803_0241_0000028F,gmsindac,0.3971717363,0.5229936099,0.2850780365,0.2747458600,0,3
IS20180926_095803_0241_0000028F,gmsindac,0.7018945690,0.8378573370,0.0849751877,0.1872162947,0,3
IS20180926_095803_0241_0000028F,gmsindac,0.9266675937,0.9332890071,0.0246702410,0.1300788176,0,3
IS20180926_095803_0241_0000028F,gmsindac,0.1413325206,0.4859151204,0.1242647720,0.1641181675,0,3
